crop,area,rainfall,temperature,fertilizer,yield_per_acre
Millets,2.82,367.7,35.0,214.2,0.826
Chickpea,10.52,139.4,37.0,129.3,0.68
Tomato,13.89,195.7,17.5,119.0,8.654
Cotton,9.69,222.7,16.4,165.8,0.536
Rice,1.09,281.8,24.0,173.8,2.017
Onion,9.81,272.2,23.6,78.4,5.804
Millets,15.57,368.3,12.0,35.4,0.448
Tomato,16.91,54.1,20.8,217.5,11.686
Chickpea,6.35,26.6,20.6,35.4,0.889
Soybean,6.19,173.5,20.1,201.4,1.179
Maize,19.17,328.5,28.9,75.9,1.416
Maize,16.91,164.8,23.7,0.5,1.734
Onion,6.56,371.9,36.6,9.0,3.977
Wheat,14.86,163.1,36.1,214.0,1.484
Groundnut,22.37,180.4,24.5,154.9,0.892
Maize,6.25,301.8,17.6,8.6,1.18
Tomato,19.88,391.4,40.5,32.8,4.995
Rice,3.24,154.7,14.5,181.0,2.239
Maize,19.19,164.7,35.7,71.6,1.967
Tomato,11.77,289.9,13.2,177.4,6.856
Rice,3.29,168.0,26.0,103.1,2.196
Tomato,13.47,125.4,17.0,29.3,9.576
Millets,10.18,115.7,30.5,76.1,1.043
Wheat,24.24,398.8,16.0,152.4,1.132
Mustard,7.8,318.1,21.8,136.8,0.593
Millets,17.83,366.8,15.4,49.0,0.522
Tomato,14.17,317.5,33.0,168.6,6.815
Soybean,1.24,351.3,25.5,139.8,0.922
Mustard,2.99,319.2,13.8,18.3,0.519
Tomato,5.69,394.1,25.5,103.1,8.015
Wheat,2.07,258.7,41.4,72.5,0.784
Groundnut,24.15,387.8,34.4,191.4,0.899
Tomato,16.74,102.6,21.4,79.5,10.944
Potato,11.69,317.7,31.5,137.5,5.433
Soybean,0.58,84.3,39.4,188.6,1.119
Rice,9.94,386.2,14.0,21.4,1.568
Chickpea,24.54,325.0,40.1,158.8,0.391
Chickpea,17.33,219.8,29.4,198.3,0.494
Potato,10.11,271.9,30.1,87.9,6.969
Chickpea,13.63,91.2,31.1,5.9,0.738
Wheat,2.41,117.6,15.8,169.8,2.125
Banana,13.76,167.5,34.5,140.6,26.453
Millets,19.49,201.3,24.6,5.6,0.526
Chickpea,9.56,239.9,32.2,211.8,0.581
Rice,19.02,138.0,28.5,92.1,2.005
Chickpea,2.04,29.2,20.9,200.7,1.085
Tomato,15.7,384.2,13.7,164.0,6.256
Rice,3.82,375.7,33.0,123.0,2.139
Tomato,2.03,169.9,33.1,125.0,11.353
Chickpea,3.34,308.3,40.7,199.7,0.495
Maize,13.08,219.1,37.7,81.2,1.794
Wheat,5.49,379.7,15.6,198.9,1.268
Banana,19.5,148.3,18.7,88.5,21.164
Rice,10.27,112.2,27.7,90.1,2.095
Onion,0.92,218.4,31.2,158.0,7.588
Maize,20.22,176.2,13.5,204.1,2.002
Mustard,1.49,25.3,28.9,193.3,0.915
Chickpea,0.64,262.4,22.5,26.8,0.575
Wheat,18.24,82.7,15.5,113.2,1.855
Potato,14.76,302.8,31.9,148.8,5.447
Mustard,15.2,217.1,21.1,207.7,0.618
Soybean,24.38,317.2,29.9,28.0,0.787
Mustard,23.33,128.5,24.0,140.1,0.697
Wheat,13.78,291.6,18.2,33.9,1.026
Onion,11.26,132.3,24.3,68.7,9.397
Chickpea,10.19,185.4,12.0,152.4,0.646
Onion,20.18,394.0,41.7,130.3,4.127
Maize,20.95,267.1,41.6,120.8,1.548
Millets,5.26,273.4,41.8,104.6,0.575
Rice,10.29,68.0,40.8,31.1,1.5
Maize,9.52,360.9,30.0,10.4,1.168
Onion,11.98,187.0,25.6,12.6,6.456
Chickpea,18.48,248.6,16.1,94.8,0.549
Rice,2.19,91.9,23.7,51.9,1.805
Potato,19.28,297.1,40.0,41.1,4.038
Millets,24.58,242.8,39.1,179.5,0.573
Rice,17.06,229.8,23.5,10.4,1.67
Cotton,2.9,173.6,12.8,32.6,0.621
Sugarcane,23.36,92.2,22.8,147.7,24.877
Groundnut,17.65,362.8,13.5,66.8,0.582
Chickpea,4.66,84.5,34.8,34.8,0.746
Chickpea,4.94,99.1,23.9,26.0,0.867
Potato,18.92,218.1,22.4,135.1,8.543
Maize,2.52,137.5,27.7,22.9,2.113
Onion,5.52,23.1,14.5,52.2,7.118
Cotton,4.26,227.1,17.8,210.0,0.603
Soybean,10.83,97.9,25.5,90.7,1.127
Mustard,2.87,291.8,12.0,174.8,0.592
Tomato,2.72,97.4,28.5,72.0,13.426
Mustard,11.73,183.2,17.5,123.6,0.52
Mustard,7.15,251.4,37.1,4.5,0.361
Groundnut,17.1,288.5,20.8,63.0,0.797
Cotton,10.03,41.1,31.6,64.4,0.75
Chickpea,18.2,196.0,19.6,47.1,0.549
Banana,24.51,325.2,30.1,190.2,23.57
Banana,22.11,183.5,29.9,37.4,20.77
Soybean,9.48,247.3,38.5,181.7,0.926
Cotton,18.48,228.1,22.4,199.8,0.601
Wheat,5.7,359.1,33.6,102.3,0.887
Mustard,4.91,82.7,34.8,136.8,0.666
Cotton,8.08,267.9,21.9,169.1,0.602
Soybean,6.44,143.1,28.5,199.7,1.564
Rice,15.18,143.3,20.7,95.0,1.824
Soybean,15.28,353.8,39.3,103.7,0.767
Soybean,6.09,247.4,16.0,70.0,0.89
Soybean,5.53,275.2,41.8,148.6,0.875
Potato,15.88,349.6,33.4,32.0,4.984
Soybean,5.33,162.2,40.9,196.3,1.179
Banana,8.57,23.0,37.5,180.9,22.765
Onion,19.42,32.0,28.2,215.9,8.683
Sugarcane,9.46,299.4,41.3,42.3,25.084
Potato,9.74,216.4,19.4,135.6,9.157
Chickpea,7.0,325.1,40.9,109.9,0.452
Millets,22.31,172.9,28.3,10.8,0.583
Sugarcane,17.48,381.4,29.5,59.7,24.028
Chickpea,2.24,76.3,22.6,4.9,0.979
Rice,4.95,333.7,22.5,198.5,2.182
Rice,21.65,100.5,22.3,103.0,1.948
Banana,6.35,255.7,32.3,80.2,22.837
Wheat,14.86,272.1,33.3,178.4,1.077
Banana,9.02,33.0,24.5,191.1,23.441
Soybean,15.03,105.0,29.9,39.7,1.187
Soybean,1.61,138.3,14.7,36.1,1.162
Potato,17.47,121.6,12.6,87.8,11.537
Banana,20.64,275.0,30.4,160.7,24.599
Onion,16.45,179.5,24.9,173.5,7.769
Chickpea,23.46,225.8,26.6,110.3,0.569
Soybean,24.2,282.2,22.2,113.7,0.845
Tomato,24.98,348.7,26.2,75.3,7.371
Tomato,8.25,396.8,18.1,178.1,7.375
Potato,23.11,245.0,30.5,7.9,5.383
Tomato,13.74,160.8,30.3,84.5,9.767
Millets,21.21,387.9,18.0,68.5,0.537
Mustard,23.29,247.0,39.7,195.9,0.412
Sugarcane,10.63,205.0,41.9,38.2,25.331
Soybean,6.08,301.0,18.1,116.0,0.893
Mustard,24.17,288.1,16.7,81.9,0.561
Groundnut,7.74,100.5,17.6,191.4,1.539
Banana,19.89,106.5,27.7,43.4,20.627
Maize,10.56,287.9,26.2,178.2,1.81
Sugarcane,3.11,64.8,21.3,23.1,23.281
Potato,12.93,264.9,13.7,49.5,6.646
Rice,4.43,28.3,39.3,94.9,1.651
Wheat,11.78,357.3,17.7,52.3,0.953
Soybean,13.94,90.7,18.6,189.5,1.29
Mustard,9.1,29.9,16.1,160.4,0.908
Rice,15.0,306.9,31.3,52.7,2.044
Soybean,1.08,231.4,18.7,155.7,1.063
Soybean,12.89,217.5,24.6,9.3,0.949
Maize,24.24,91.6,25.8,64.7,2.315
Onion,18.03,262.1,27.1,211.3,5.559
Potato,17.38,282.4,26.0,141.4,6.572
Onion,24.48,203.6,30.0,63.9,6.389
Banana,17.91,371.1,30.2,155.9,19.693
Chickpea,9.73,213.1,21.8,63.2,0.656
Potato,14.16,116.2,35.0,16.5,7.909
Sugarcane,4.85,340.2,32.2,147.5,28.684
Cotton,9.77,270.4,34.1,118.5,0.527
Maize,2.56,35.7,33.4,76.7,2.305
Sugarcane,12.94,189.8,30.9,40.3,26.001
Millets,19.35,114.2,26.0,109.8,1.003
Cotton,9.04,185.4,37.1,110.0,0.766
Potato,24.66,54.2,31.4,46.5,8.103
Sugarcane,9.25,391.3,28.5,55.0,28.21
Potato,23.2,150.8,38.5,178.0,8.356
Rice,24.08,396.8,36.2,99.3,1.845
Chickpea,23.07,104.3,33.5,176.3,0.873
Wheat,20.68,330.9,33.2,126.9,0.922
Potato,11.5,322.8,23.3,100.3,7.491
Millets,24.76,100.3,27.1,34.0,0.939
Onion,3.85,285.3,36.8,179.5,4.78
Chickpea,3.95,256.2,33.0,167.1,0.596
Mustard,18.33,343.9,29.1,32.0,0.418
Potato,16.69,280.9,20.8,32.9,6.196
Chickpea,10.36,213.4,12.5,131.3,0.54
Rice,6.42,397.6,28.8,213.0,2.304
Rice,1.43,130.7,20.5,15.4,1.639
Mustard,12.86,245.3,27.6,54.7,0.442
Soybean,3.53,195.5,12.0,148.4,1.105
Tomato,22.65,380.0,14.9,19.7,5.304
Mustard,12.01,236.9,26.0,135.1,0.487
Chickpea,15.35,141.9,18.4,212.5,0.805
Sugarcane,1.32,369.0,26.1,219.9,32.023
Chickpea,8.49,99.8,23.4,214.9,1.016
Sugarcane,19.0,133.2,29.4,187.4,34.635
Mustard,6.99,348.0,28.7,215.6,0.521
Sugarcane,11.18,354.4,41.4,90.3,23.49
Groundnut,1.47,142.5,22.3,93.7,1.214
Banana,23.61,108.3,32.5,8.4,17.674
Groundnut,23.47,127.3,36.5,18.1,0.898
Mustard,9.2,137.7,32.8,64.8,0.584
Rice,7.64,104.9,26.8,144.4,2.192
Wheat,13.35,391.8,20.9,219.9,1.306
Mustard,6.93,165.5,29.6,104.3,0.498
Onion,12.55,272.1,40.6,210.3,4.556
Cotton,14.44,285.3,37.1,163.9,0.572
Banana,21.79,271.8,16.8,131.6,19.74
Groundnut,5.48,266.6,31.3,210.0,0.891
Soybean,4.87,73.4,41.2,87.1,1.098
Soybean,15.72,41.8,31.4,192.7,1.313
Millets,3.35,111.7,20.0,84.7,0.953
Soybean,14.6,159.2,26.9,62.7,1.073
Maize,2.66,213.8,30.5,146.9,2.161
Tomato,19.64,300.8,38.0,201.2,6.423
Soybean,21.16,144.0,40.6,38.2,1.009
Potato,4.38,315.3,25.0,162.4,6.939
Maize,22.46,184.2,30.6,188.9,2.095
Soybean,10.37,75.1,28.3,173.7,1.361
Wheat,18.66,289.6,24.1,79.4,1.117
Rice,2.01,215.1,30.5,190.4,2.437
Sugarcane,8.05,318.3,30.5,169.6,31.822
Maize,2.15,359.0,22.5,18.3,1.379
Chickpea,12.21,253.3,24.5,179.0,0.63
Onion,18.14,27.6,27.5,172.8,9.4
Rice,22.65,339.9,41.6,109.4,1.92
Sugarcane,0.7,288.3,36.5,94.2,28.684
Soybean,5.06,44.1,41.0,119.3,1.044
Mustard,23.89,328.0,26.0,142.6,0.511
Onion,3.96,284.4,37.9,79.0,4.388
Banana,6.62,53.5,12.8,116.6,18.749
Millets,9.7,22.6,18.8,162.4,0.986
Potato,18.28,329.7,35.9,147.5,5.507
Cotton,11.89,43.4,41.3,184.9,0.803
Chickpea,16.28,239.2,14.8,70.3,0.586
Maize,15.32,171.3,21.8,187.9,2.464
Mustard,20.42,170.3,26.4,126.1,0.472
Mustard,12.53,274.7,25.5,34.0,0.48
Soybean,13.52,267.3,37.6,51.1,0.781
Groundnut,17.33,352.2,26.3,185.7,0.87
Soybean,22.85,319.6,16.0,148.6,0.8
Sugarcane,7.96,251.4,27.7,48.6,27.637
Millets,18.7,226.8,40.3,203.9,0.585
Wheat,22.41,136.2,29.1,214.4,1.407
Maize,5.39,343.7,12.4,38.3,1.191
Chickpea,12.27,169.5,39.6,166.3,0.554
Onion,8.83,346.4,19.6,208.1,6.337
Potato,22.9,106.1,18.9,17.3,7.955
Mustard,12.76,52.7,16.4,92.9,0.957
Wheat,8.4,37.6,16.6,67.6,1.805
Onion,5.78,98.5,24.6,115.3,11.607
Potato,17.36,95.5,25.5,160.5,10.102
Banana,4.65,319.3,17.9,75.7,17.189
Soybean,22.31,388.5,23.9,95.9,0.752
Millets,12.08,316.6,14.1,70.2,0.517
Potato,7.78,375.3,22.3,182.8,7.385
Maize,6.8,91.1,13.9,91.4,2.388
Millets,10.48,97.7,32.5,55.6,0.995
Chickpea,24.13,378.1,18.4,52.5,0.508
Cotton,22.25,182.2,16.1,120.3,0.664
Soybean,11.46,239.4,40.4,64.5,0.866
Rice,21.85,140.5,19.2,22.6,1.561
Rice,1.89,254.8,21.5,156.5,2.423
Tomato,15.68,160.8,27.3,18.3,9.879
Sugarcane,19.96,151.1,12.0,70.6,25.521
Mustard,21.43,307.6,39.9,145.1,0.355
Millets,13.72,378.8,12.1,113.4,0.495
Sugarcane,20.67,340.7,27.7,182.3,29.46
Rice,23.61,38.6,13.1,115.3,1.615
Banana,13.98,317.8,30.2,187.0,26.411
Tomato,24.54,354.7,38.9,80.0,5.84
Tomato,2.41,171.5,40.0,212.9,8.046
Wheat,18.92,224.5,15.4,143.7,1.228
Wheat,6.39,120.1,32.2,102.3,1.462
Tomato,17.17,132.1,35.3,14.2,7.706
Sugarcane,7.9,218.6,39.2,56.5,26.148
Soybean,6.68,282.6,34.1,116.9,1.003
Potato,20.35,310.8,34.7,83.9,4.25
Mustard,16.71,83.0,30.1,24.2,0.594
Potato,19.42,104.4,39.9,144.8,8.262
Wheat,1.57,250.7,23.3,175.6,1.276
Chickpea,7.06,85.7,26.9,99.5,0.928
Tomato,13.55,208.1,26.4,110.9,9.168
Wheat,0.96,104.3,21.3,134.7,2.18
Maize,17.97,399.4,12.0,41.8,0.92
Groundnut,10.96,138.3,21.4,196.5,1.168
Tomato,8.18,210.0,24.3,151.3,11.719
Maize,21.18,172.0,38.0,139.1,2.088
Mustard,1.13,270.0,41.0,204.7,0.382
Cotton,21.88,178.3,27.5,219.5,0.73
Groundnut,5.16,34.7,25.8,113.2,1.396
Potato,2.04,330.4,14.1,3.1,5.341
Mustard,13.48,140.2,25.8,202.5,0.654
Banana,23.38,81.9,17.3,51.3,16.678
Cotton,2.24,137.7,28.5,49.0,0.93
Mustard,10.79,268.3,19.4,166.3,0.734
Tomato,6.9,263.0,35.0,119.5,8.064
Wheat,16.34,202.4,37.1,19.7,0.765
Sugarcane,9.59,200.3,31.2,25.1,31.57
Rice,22.78,361.9,27.6,197.8,1.954
Mustard,2.3,390.0,12.1,62.9,0.47
Chickpea,14.4,262.4,16.2,3.8,0.469
Chickpea,1.76,33.4,19.9,219.7,1.205
Maize,9.71,373.3,31.9,184.1,1.729
Soybean,4.65,26.1,20.0,130.8,1.184
Millets,21.33,271.6,31.6,157.6,0.708
Cotton,17.0,321.4,29.7,8.6,0.454
Rice,21.95,22.0,13.5,80.9,1.328
Potato,12.37,136.0,32.8,111.0,8.87
Tomato,18.26,25.9,12.1,150.2,10.054
Soybean,8.76,159.2,30.4,169.9,1.24
Cotton,4.48,392.7,13.3,179.0,0.447
Sugarcane,12.39,263.8,26.3,124.2,32.122
Mustard,14.06,334.5,28.5,109.9,0.407
Maize,10.05,166.5,14.2,172.3,2.259
Banana,1.89,93.1,25.2,9.2,18.796
Wheat,12.29,62.1,13.7,69.2,1.842
Rice,3.6,54.9,17.6,192.4,1.776
Potato,13.28,362.9,15.9,144.6,6.618
Cotton,18.58,200.5,37.7,29.9,0.555
Groundnut,9.76,68.9,17.4,10.5,1.047
Wheat,14.14,155.5,12.4,112.0,1.53
Onion,6.35,191.6,17.1,70.8,6.466
Potato,24.75,258.6,14.9,146.5,8.947
Potato,22.86,230.7,15.6,141.5,8.152
Mustard,5.69,56.9,25.4,207.7,0.979
Rice,17.51,325.4,19.2,125.9,1.754
Sugarcane,10.0,286.5,36.3,79.6,28.048
Cotton,16.78,373.0,35.6,42.8,0.467
Maize,9.77,310.8,28.2,96.3,1.671
Millets,10.92,140.9,34.8,117.2,0.985
Tomato,19.35,79.8,34.8,191.5,11.904
Rice,15.05,66.6,40.8,71.8,1.593
Maize,18.6,336.5,36.1,123.0,1.386
Rice,22.72,272.2,22.5,209.1,2.173
Rice,14.37,376.0,35.3,26.1,1.438
Potato,18.25,300.8,24.0,1.9,4.989
Mustard,11.67,286.5,25.5,81.9,0.471
Cotton,19.33,319.3,22.9,47.9,0.414
Tomato,19.43,318.3,38.1,166.0,6.53
Tomato,7.05,162.0,20.5,21.9,9.259
Groundnut,5.32,337.4,28.1,85.7,0.938
Rice,14.95,389.9,22.4,186.5,1.818
Banana,14.99,134.8,13.0,162.0,19.269
Mustard,17.39,33.8,16.2,86.5,0.909
Soybean,8.29,229.7,15.4,25.9,0.803
Wheat,12.82,128.9,13.2,110.4,1.784
Millets,17.27,229.2,35.4,13.7,0.507
Tomato,17.73,147.6,19.2,6.0,10.509
Potato,1.98,135.7,18.4,45.5,10.154
Mustard,7.78,288.5,41.1,10.0,0.263
Groundnut,8.0,92.6,17.0,131.5,1.338
Tomato,2.87,304.9,22.3,196.8,8.247
Banana,5.22,355.0,15.8,69.4,19.293
Wheat,24.7,390.3,32.8,51.8,0.86
Chickpea,2.0,377.5,30.1,43.6,0.507
Rice,2.37,218.5,17.9,98.7,2.304
Cotton,23.21,369.6,26.8,173.0,0.578
Wheat,10.23,105.7,14.5,93.3,1.65
Sugarcane,11.36,189.6,30.1,205.3,38.044
Onion,10.42,364.2,28.5,174.4,5.499
Cotton,22.31,189.5,12.2,124.6,0.502
Banana,6.39,183.3,25.5,189.3,28.619
Banana,15.99,256.4,21.5,39.1,19.677
Cotton,22.36,119.9,26.8,207.3,0.761
Soybean,18.71,204.5,40.5,16.4,0.681
Banana,5.34,154.6,15.7,109.0,23.546
Wheat,1.96,135.9,16.9,150.8,1.892
Sugarcane,16.8,276.9,15.1,47.0,26.637
Groundnut,15.94,41.5,23.6,96.4,1.131
Groundnut,22.85,238.3,34.8,141.6,0.846
Chickpea,6.56,104.5,39.4,131.4,0.812
Mustard,17.65,127.1,36.3,116.1,0.588
Groundnut,6.88,386.9,24.1,168.5,0.875
Tomato,10.72,300.5,32.9,206.6,7.702
Potato,21.65,370.0,40.6,198.1,4.589
Cotton,20.0,266.2,21.6,179.5,0.469
Cotton,8.92,85.4,36.0,103.8,0.911
Groundnut,12.8,282.0,17.3,110.2,0.699
Chickpea,1.97,372.8,13.8,24.0,0.527
Millets,16.37,143.3,29.7,36.6,0.86
Rice,7.12,88.2,24.1,192.9,2.133
Rice,10.26,65.9,41.7,32.0,1.637
Soybean,11.65,148.5,33.5,7.3,1.028
Millets,14.72,396.6,41.0,137.8,0.619
Potato,23.38,273.5,16.5,213.7,7.574
Chickpea,5.81,269.6,38.3,48.5,0.406
Chickpea,9.25,378.4,40.4,5.1,0.362
Maize,17.5,351.3,25.9,215.9,1.856
Wheat,10.96,169.1,18.2,12.8,1.254
Onion,14.97,232.1,22.1,162.7,6.866
Groundnut,2.46,114.0,20.5,5.1,0.962
Mustard,17.69,177.1,35.9,209.8,0.394
Maize,11.52,230.3,20.6,53.7,1.861
Tomato,12.28,105.5,26.0,178.7,14.971
Chickpea,11.45,208.3,20.2,132.0,0.634
Cotton,12.41,266.6,26.0,215.2,0.583
Soybean,7.65,363.2,17.4,114.7,0.836
Groundnut,22.97,231.9,26.0,129.0,0.873
Sugarcane,6.55,109.6,24.5,126.8,32.227
Rice,14.36,89.0,27.8,94.3,1.95
Onion,16.67,399.0,12.8,167.7,5.829
Potato,6.51,307.8,15.1,119.4,7.303
Groundnut,16.36,173.0,17.0,133.5,1.012
Sugarcane,1.53,331.9,41.6,75.3,22.211
Chickpea,11.88,369.9,35.5,183.6,0.578
Millets,19.62,109.9,34.4,51.9,0.885
Rice,12.79,184.6,16.4,51.9,1.507
Banana,18.4,312.3,36.4,128.4,22.91
Rice,1.17,327.7,37.9,75.4,1.922
Cotton,14.66,269.8,31.5,43.3,0.499
Maize,0.92,254.8,24.5,194.7,2.451
Onion,14.8,171.9,40.1,59.4,4.474
Onion,4.26,359.8,19.5,175.0,6.335
Cotton,16.84,61.4,24.0,203.9,0.828
Rice,18.28,281.3,29.4,79.8,1.897
Rice,6.12,244.9,41.9,172.4,2.111
Banana,17.78,210.7,37.4,128.0,26.133
Chickpea,14.3,113.3,28.1,177.0,0.774
Onion,18.37,67.0,31.4,69.3,8.864
Sugarcane,21.63,70.8,32.9,150.3,28.913
Rice,12.33,71.8,32.9,120.0,2.027
Millets,19.93,298.6,23.9,104.7,0.676
Potato,14.87,279.7,15.5,169.3,7.677
Groundnut,24.56,236.0,17.0,172.5,0.763
Potato,1.51,219.3,31.2,37.0,6.709
Maize,13.4,348.2,36.5,29.0,1.178
Groundnut,11.92,81.7,34.4,191.0,1.337
Chickpea,1.22,251.5,41.4,149.3,0.449
Tomato,13.68,213.7,13.7,13.3,6.592
Banana,20.26,306.2,40.2,110.6,21.646
Soybean,9.81,21.1,37.2,14.8,0.772
Potato,21.17,59.4,15.7,162.2,9.624
Banana,7.6,355.8,28.3,124.4,18.906
Tomato,19.4,281.7,38.0,218.0,6.486
Mustard,5.19,351.9,38.4,131.4,0.388
Mustard,15.78,227.1,17.5,144.7,0.583
Chickpea,22.58,61.5,40.7,125.0,0.886
Chickpea,5.42,40.6,30.6,115.9,0.869
Maize,13.1,363.0,21.7,59.7,1.405
Potato,9.12,234.0,30.4,64.8,8.024
Banana,7.35,143.9,12.5,181.1,22.81
Rice,4.84,250.1,25.3,28.1,1.953
Banana,2.45,358.6,35.7,159.3,20.081
Tomato,3.11,258.2,18.2,114.3,7.837
Sugarcane,18.5,134.7,15.7,193.5,28.015
Wheat,5.53,29.0,27.6,181.6,1.641
Rice,12.05,358.0,35.0,195.6,1.822
Onion,15.23,28.2,27.6,192.9,10.388
Wheat,8.27,171.3,41.6,58.8,0.946
Onion,10.03,311.6,27.7,9.6,4.962
Mustard,15.27,85.1,17.7,89.6,0.923
Onion,3.0,346.5,39.7,31.6,4.296
Chickpea,10.52,240.5,25.6,99.3,0.613
Groundnut,17.91,240.4,13.7,82.6,0.573
Wheat,3.41,252.0,29.4,130.4,1.243
Soybean,18.19,340.2,24.5,95.3,0.9
Cotton,12.99,300.1,21.3,7.2,0.372
Potato,16.33,182.8,13.4,206.8,10.201
Soybean,5.43,231.0,12.6,100.6,1.059
Soybean,18.61,394.3,23.9,19.2,0.713
Maize,14.28,107.3,34.2,4.2,1.844
Banana,17.58,86.8,16.9,12.8,16.1
Wheat,13.24,156.1,28.5,152.9,1.624
Wheat,5.41,148.3,40.1,97.7,1.227
Rice,4.92,310.8,21.6,216.2,2.218
Chickpea,15.48,130.4,17.4,17.1,0.78
Millets,5.77,397.5,30.5,173.1,0.741
Millets,24.39,235.9,27.8,148.7,0.724
Banana,20.78,61.7,25.8,69.5,22.746
Soybean,5.14,372.7,35.8,17.9,0.697
Chickpea,3.52,181.0,21.9,114.5,0.721
Rice,8.64,384.1,38.2,2.9,1.346
Cotton,19.84,337.7,31.8,148.1,0.607
Wheat,2.99,288.9,15.6,9.3,0.992
Sugarcane,1.62,44.0,41.4,49.1,23.023
Sugarcane,7.03,375.4,14.2,119.5,21.965
Millets,22.51,20.2,12.5,83.0,0.79
Tomato,22.32,126.0,37.5,19.6,7.776
Potato,19.18,55.9,41.8,17.7,6.262
Onion,5.25,28.4,37.6,40.6,7.253
Wheat,4.29,301.6,27.9,56.3,0.96
Mustard,6.94,181.4,23.0,157.7,0.607
Chickpea,20.4,196.3,41.6,126.4,0.44
Soybean,22.11,177.3,30.4,31.0,0.98
Chickpea,12.35,90.0,38.0,17.6,0.657
Soybean,23.63,60.4,25.0,128.7,1.012
Cotton,10.65,387.8,21.9,74.8,0.48
Banana,19.6,93.0,34.3,0.6,17.144
Potato,16.58,195.8,34.0,95.8,8.796
Millets,12.69,383.1,20.2,11.6,0.469
Sugarcane,8.7,205.3,39.9,55.1,27.521
Groundnut,13.58,196.1,16.5,127.7,0.909
Onion,10.63,130.2,21.8,183.6,9.555
Potato,10.25,253.0,22.5,189.8,9.393
Potato,1.88,32.7,12.8,109.3,10.514
Wheat,17.03,203.4,14.8,1.3,0.984
Mustard,14.87,154.1,14.4,205.6,0.625
Chickpea,11.02,165.0,13.8,156.3,0.711
Potato,7.08,227.8,23.3,219.5,10.776
Maize,22.11,97.8,28.7,70.8,2.221
Wheat,16.52,48.9,26.6,127.5,1.737
Chickpea,18.53,197.3,28.8,79.4,0.575
Mustard,12.9,360.3,19.1,191.1,0.618
Wheat,6.15,50.7,34.9,210.9,1.789
Soybean,9.3,356.6,21.1,166.3,0.88
Maize,9.78,377.5,18.8,154.4,1.379
Chickpea,23.73,378.6,15.4,132.4,0.545
Onion,17.23,302.2,19.4,176.0,5.79
Soybean,10.98,151.5,32.8,119.2,1.372
Tomato,19.76,350.0,35.0,201.7,6.953
Onion,2.52,209.9,37.8,159.6,6.514
Potato,17.5,85.8,39.9,46.7,7.192
Chickpea,23.44,195.1,28.0,83.4,0.554
Wheat,2.13,26.0,28.2,42.6,1.574
Maize,13.55,359.3,13.3,108.7,1.21
Groundnut,23.2,368.6,16.2,25.8,0.519
Rice,4.37,79.2,16.9,32.7,1.569
Wheat,6.72,178.5,38.8,77.4,1.105
Potato,8.38,66.4,30.6,62.0,9.257
Banana,19.32,234.9,36.3,75.8,20.263
Banana,10.59,292.1,32.6,68.1,22.702
Soybean,7.25,398.7,13.0,148.2,0.571
Onion,19.59,244.5,30.3,193.0,5.546
Potato,13.51,290.6,21.2,48.3,6.671
Banana,16.82,253.7,17.2,108.1,20.728
Sugarcane,23.43,295.2,17.2,63.7,24.175
Mustard,9.22,247.4,23.7,200.5,0.66
Chickpea,4.43,277.4,37.1,46.5,0.461
Onion,8.04,393.9,32.6,63.9,5.212
Soybean,16.26,290.5,18.3,135.7,0.949
Soybean,7.71,388.7,12.4,171.4,0.71
Mustard,23.56,347.2,38.4,55.4,0.32
Tomato,11.46,363.6,33.6,140.9,7.047
Cotton,13.69,66.9,14.3,208.2,0.854
Maize,11.99,129.0,16.6,180.2,2.533
Rice,4.58,108.4,33.4,42.0,1.753
Maize,14.35,85.7,37.8,112.7,1.98
Banana,2.43,81.5,14.8,105.9,21.15
Cotton,9.48,181.2,23.4,35.1,0.582
Soybean,21.79,397.8,15.5,90.5,0.645
Tomato,9.33,353.5,40.1,71.5,5.85
Chickpea,13.61,261.5,34.6,22.0,0.421
Onion,12.23,275.6,21.0,37.9,4.37
Tomato,19.77,173.2,14.5,54.3,7.297
Onion,21.41,379.2,14.0,207.5,4.693
Groundnut,17.61,173.2,30.4,147.3,1.184
Mustard,5.56,65.3,29.8,149.7,0.908
Groundnut,0.68,388.9,26.2,143.4,0.872
Groundnut,19.18,38.0,27.7,31.2,1.062
Potato,15.56,255.3,28.6,112.2,8.017
Cotton,8.69,117.8,20.0,199.8,0.898
Groundnut,9.68,211.6,34.3,171.0,0.922
Groundnut,4.5,330.5,38.2,200.8,0.914
Cotton,9.35,78.3,32.1,142.9,1.067
Potato,24.96,84.0,23.4,86.0,10.776
Potato,19.81,288.8,18.5,188.7,7.528
Maize,17.28,352.2,18.8,130.3,1.334
Chickpea,22.22,313.5,39.4,16.6,0.347
Maize,12.68,328.1,26.8,7.7,1.414
Cotton,0.75,57.1,33.8,182.8,1.084
Mustard,13.91,41.1,28.3,2.4,0.685
Chickpea,18.83,127.8,19.9,41.8,0.694
Banana,21.02,197.2,36.3,130.1,23.074
Mustard,11.05,175.5,22.6,53.3,0.503
Chickpea,5.31,73.9,32.7,115.8,0.838
Potato,22.74,195.3,22.0,47.6,8.374
Mustard,21.74,359.0,24.4,57.4,0.476
Sugarcane,18.05,354.1,24.3,192.5,25.299
Soybean,2.49,234.0,31.2,141.8,1.217
Potato,2.82,125.9,32.8,130.3,10.69
Banana,12.04,222.8,31.8,2.3,17.65
Onion,3.49,111.0,36.9,120.7,10.033
