crop,soil_type,nitrogen,phosphorus,potassium,fertilizer
Rice,Laterite,72.9,118.1,100.8,Urea
Potato,Clay,118.7,8.1,82.9,DAP
Sugarcane,Red,106.7,110.8,123.7,Organic Compost
Sugarcane,Alluvial,17.7,34.2,52.1,Urea
Millets,Sandy,22.8,26.5,24.2,NPK 20-20-20
Mustard,Red,23.3,60.4,34.7,Urea
Onion,Clay,46.7,24.5,32.5,DAP
Banana,Black,64.9,78.5,35.6,Urea
Tomato,Laterite,115.4,104.1,39.7,MOP
Cotton,Red,28.4,14.9,33.4,NPK 20-20-20
Wheat,Red,45.8,49.7,14.0,MOP
Banana,Laterite,18.8,48.2,26.0,Urea
Sugarcane,Loamy,131.9,1.7,98.8,DAP
Tomato,Sandy,96.9,71.2,129.8,Organic Compost
Potato,Desert,91.4,127.2,68.2,Organic Compost
Groundnut,Sandy,97.9,114.5,102.7,Organic Compost
Tomato,Alluvial,5.0,130.6,115.2,Urea
Onion,Clay,41.3,35.5,36.0,NPK 20-20-20
Rice,Sandy,95.4,54.4,135.7,Organic Compost
Banana,Red,55.6,95.7,57.1,Urea
Tomato,Clay,97.7,48.9,130.1,Organic Compost
Potato,Desert,8.4,2.4,89.6,Urea
Potato,Black,3.3,20.3,29.6,NPK 20-20-20
Chickpea,Clay,14.3,70.2,121.7,Urea
Groundnut,Desert,80.9,130.1,16.2,MOP
Maize,Sandy,47.6,125.4,99.8,Urea
Chickpea,Desert,89.9,69.1,35.9,MOP
Banana,Desert,5.4,52.5,131.0,Urea
Banana,Sandy,14.2,96.7,98.0,Urea
Rice,Alluvial,78.9,96.1,22.0,MOP
Sugarcane,Sandy,7.0,31.3,128.6,Urea
Chickpea,Laterite,121.5,88.6,137.4,Organic Compost
Cotton,Red,65.5,19.9,74.2,DAP
Potato,Alluvial,12.5,116.9,135.4,Urea
Tomato,Desert,112.3,77.6,131.0,Organic Compost
Potato,Clay,66.0,68.3,35.5,MOP
Sugarcane,Clay,51.9,59.0,52.0,Urea
Potato,Laterite,46.3,114.5,130.0,Urea
Chickpea,Laterite,130.3,26.9,26.6,NPK 10-26-26
Tomato,Alluvial,46.4,78.5,63.1,Urea
Groundnut,Black,4.0,75.2,37.9,Urea
Soybean,Desert,100.0,34.6,92.2,DAP
Rice,Red,18.6,86.0,10.0,Urea
Groundnut,Laterite,56.3,37.7,99.3,Urea
Onion,Loamy,106.3,46.8,125.1,Organic Compost
Maize,Red,35.7,55.7,112.6,Urea
Sugarcane,Clay,92.3,4.7,7.8,NPK 10-26-26
Cotton,Black,78.1,34.8,74.4,DAP
Chickpea,Sandy,135.0,6.9,58.1,DAP
Soybean,Black,130.9,59.6,21.9,MOP
Maize,Black,128.8,131.5,78.9,Organic Compost
Cotton,Loamy,58.5,32.3,10.6,NPK 20-20-20
Groundnut,Red,98.6,55.2,1.8,MOP
Millets,Sandy,92.5,22.4,121.3,DAP
Chickpea,Black,40.3,136.3,57.1,Urea
Tomato,Loamy,28.8,110.8,111.2,Urea
Mustard,Loamy,97.2,45.0,123.0,Organic Compost
Cotton,Red,139.0,134.5,71.1,Organic Compost
Rice,Alluvial,92.4,4.3,44.0,NPK 10-26-26
Millets,Desert,135.6,136.4,111.8,Organic Compost
Tomato,Alluvial,59.6,41.6,91.7,Urea
Potato,Desert,52.4,52.9,106.3,Urea
Onion,Red,94.7,78.8,14.6,MOP
Chickpea,Desert,29.7,58.0,38.6,Urea
Chickpea,Desert,43.4,116.6,117.4,Urea
Soybean,Clay,138.3,133.6,84.8,Organic Compost
Millets,Alluvial,37.4,84.2,54.1,Urea
Potato,Clay,25.3,126.7,8.5,MOP
Chickpea,Clay,25.7,30.8,136.6,Urea
Chickpea,Clay,24.3,35.7,32.9,NPK 20-20-20
Rice,Desert,23.2,104.5,7.1,Urea
Millets,Alluvial,8.6,32.2,129.6,Urea
Cotton,Sandy,41.7,101.3,95.4,Urea
Banana,Sandy,121.4,134.5,139.5,Organic Compost
Groundnut,Alluvial,32.1,27.6,42.1,NPK 20-20-20
Onion,Sandy,73.6,91.0,136.1,Organic Compost
Maize,Alluvial,93.2,76.5,67.6,Organic Compost
Banana,Black,80.3,130.5,62.4,Organic Compost
Maize,Alluvial,48.9,5.8,80.1,DAP
Soybean,Desert,89.4,0.4,116.7,DAP
Maize,Sandy,37.0,106.4,129.8,Urea
Onion,Loamy,75.7,40.1,47.8,MOP
Rice,Red,4.3,107.7,87.5,Urea
Maize,Desert,125.8,135.0,71.7,Organic Compost
Cotton,Black,132.8,124.7,103.7,Organic Compost
Chickpea,Laterite,98.5,1.3,73.4,DAP
Chickpea,Clay,63.2,104.3,13.4,MOP
Sugarcane,Black,47.6,48.2,52.4,Urea
Rice,Laterite,68.7,105.4,19.9,MOP
Maize,Alluvial,4.0,84.9,122.6,Urea
Potato,Laterite,29.4,20.0,123.8,Urea
Millets,Sandy,123.5,82.4,25.2,MOP
Onion,Sandy,58.0,86.4,67.8,Urea
Tomato,Sandy,34.6,45.8,56.8,Urea
Wheat,Clay,86.1,101.7,41.0,MOP
Cotton,Alluvial,64.9,96.6,25.2,MOP
Potato,Laterite,94.0,65.8,102.5,Organic Compost
Groundnut,Alluvial,129.5,92.4,66.1,Organic Compost
Millets,Red,107.7,57.6,112.7,Organic Compost
Cotton,Clay,126.9,137.3,108.7,Organic Compost
Soybean,Loamy,14.8,78.4,78.9,Urea
Millets,Sandy,20.9,83.5,66.2,Urea
Chickpea,Black,24.0,77.2,64.4,Urea
Soybean,Loamy,126.8,103.6,29.3,MOP
Wheat,Loamy,94.9,137.1,14.7,MOP
Chickpea,Desert,15.5,136.2,64.7,Urea
Maize,Laterite,117.7,127.2,23.3,MOP
Soybean,Alluvial,38.8,77.3,84.4,Urea
Mustard,Red,24.0,33.6,18.2,NPK 20-20-20
Maize,Clay,40.3,127.1,34.3,Urea
Tomato,Black,2.4,87.6,47.3,Urea
Tomato,Laterite,108.9,56.0,12.1,MOP
Groundnut,Loamy,139.1,20.0,45.3,DAP
Millets,Desert,15.2,111.1,101.2,Urea
Potato,Clay,80.5,24.0,40.0,NPK 10-26-26
Maize,Red,104.5,92.4,114.8,Organic Compost
Soybean,Red,9.5,111.2,10.5,Urea
Sugarcane,Sandy,107.0,9.6,85.1,DAP
Cotton,Clay,102.2,104.7,8.9,MOP
Mustard,Black,69.4,138.5,12.7,MOP
Sugarcane,Black,71.4,72.9,63.9,Urea
Groundnut,Desert,112.7,134.2,26.5,MOP
Mustard,Red,4.8,61.1,34.5,Urea
Sugarcane,Alluvial,76.7,40.5,28.9,MOP
Banana,Loamy,45.6,104.5,119.4,Urea
Mustard,Black,139.2,50.3,28.8,MOP
Maize,Alluvial,132.0,132.5,71.1,Organic Compost
Chickpea,Clay,78.0,93.4,135.4,Organic Compost
Millets,Black,105.4,98.5,26.0,MOP
Millets,Sandy,69.2,125.1,117.2,Organic Compost
Potato,Sandy,90.1,12.9,59.6,NPK 10-26-26
Banana,Desert,123.9,8.1,118.3,DAP
Soybean,Alluvial,53.4,124.3,50.2,Urea
Soybean,Loamy,82.6,67.3,67.5,Organic Compost
Sugarcane,Laterite,26.8,58.8,102.6,Urea
Banana,Sandy,33.6,81.6,121.0,Urea
Soybean,Sandy,95.0,103.6,49.0,Organic Compost
Banana,Laterite,54.7,66.5,57.1,NPK 10-26-26
Onion,Black,19.3,36.6,85.5,Urea
Potato,Alluvial,68.5,118.2,10.8,MOP
Onion,Alluvial,43.0,132.1,120.9,Urea
Soybean,Laterite,121.4,23.7,130.0,DAP
Rice,Alluvial,6.3,75.3,26.4,Urea
Soybean,Red,35.4,88.9,28.3,Urea
Banana,Clay,95.4,107.9,123.3,Organic Compost
Cotton,Clay,18.1,6.8,100.9,Urea
Sugarcane,Laterite,135.1,20.7,39.7,NPK 10-26-26
Mustard,Laterite,59.6,30.4,124.5,DAP
Groundnut,Sandy,0.6,106.8,2.2,Urea
Maize,Alluvial,130.2,108.1,125.2,Organic Compost
Chickpea,Laterite,24.2,101.9,82.9,Urea
Potato,Sandy,32.5,56.6,17.4,MOP
Chickpea,Black,120.1,73.8,127.2,Organic Compost
Groundnut,Clay,83.6,41.9,119.2,Organic Compost
Rice,Black,30.1,94.3,11.1,Urea
Wheat,Alluvial,4.1,97.5,94.6,Urea
Banana,Sandy,14.3,135.7,94.8,Urea
Wheat,Sandy,14.5,17.8,27.7,NPK 20-20-20
Mustard,Sandy,90.0,32.5,108.8,DAP
Soybean,Loamy,29.3,88.2,35.9,Urea
Soybean,Alluvial,71.8,109.7,40.9,MOP
Potato,Sandy,98.1,57.9,61.9,Organic Compost
Potato,Desert,134.6,15.9,79.5,MOP
Chickpea,Red,106.6,79.4,11.4,MOP
Rice,Alluvial,52.3,107.7,36.2,Urea
Onion,Loamy,119.5,17.0,77.1,Organic Compost
Wheat,Laterite,100.8,5.8,132.3,DAP
Sugarcane,Clay,31.1,47.3,101.8,Urea
Mustard,Sandy,113.3,91.2,117.0,Organic Compost
Chickpea,Sandy,84.2,85.0,82.4,Organic Compost
Potato,Alluvial,32.1,14.6,10.4,NPK 20-20-20
Mustard,Red,58.3,48.9,127.4,Urea
Tomato,Clay,64.2,37.9,64.4,DAP
Chickpea,Black,106.2,61.4,31.2,MOP
Rice,Red,43.9,32.3,8.3,NPK 20-20-20
Groundnut,Clay,5.6,113.7,113.2,Urea
Soybean,Desert,67.3,23.6,72.5,DAP
Mustard,Black,135.9,49.8,30.2,MOP
Groundnut,Laterite,2.1,127.0,8.6,Urea
Banana,Desert,35.0,25.2,18.8,NPK 20-20-20
Cotton,Loamy,82.4,79.8,39.4,MOP
Maize,Sandy,137.2,61.6,52.4,Organic Compost
Onion,Red,129.8,85.2,86.5,Organic Compost
Millets,Laterite,29.9,137.9,117.9,Urea
Groundnut,Desert,123.5,42.2,97.5,Organic Compost
Wheat,Laterite,104.6,137.1,70.3,Organic Compost
Maize,Alluvial,29.8,130.9,58.7,Urea
Sugarcane,Red,63.1,3.5,136.2,Organic Compost
Rice,Clay,57.9,42.2,57.2,Urea
Mustard,Sandy,80.2,36.0,73.9,DAP
Soybean,Desert,124.9,86.4,135.2,Organic Compost
Soybean,Alluvial,6.7,116.7,53.7,Urea
Wheat,Laterite,1.6,74.0,83.2,Urea
Millets,Clay,90.2,51.1,100.7,Organic Compost
Banana,Clay,39.2,93.3,58.1,Urea
Groundnut,Sandy,53.6,88.8,75.6,Urea
Cotton,Black,98.1,65.5,65.3,NPK 10-26-26
Cotton,Sandy,124.2,80.4,75.7,Organic Compost
Tomato,Alluvial,111.7,30.9,100.0,DAP
Tomato,Laterite,10.5,6.5,39.2,NPK 20-20-20
Rice,Desert,20.7,5.3,48.1,Urea
Wheat,Red,9.1,52.5,60.2,Urea
Chickpea,Loamy,47.1,69.1,97.6,Urea
Soybean,Alluvial,7.7,124.3,97.3,Urea
Wheat,Black,75.8,10.3,100.0,DAP
Banana,Black,56.1,4.0,7.8,NPK 20-20-20
Tomato,Black,23.9,14.9,52.7,NPK 20-20-20
Potato,Black,95.8,59.5,61.9,Organic Compost
Onion,Laterite,2.2,120.4,69.5,Urea
Tomato,Loamy,36.2,59.8,94.1,Urea
Sugarcane,Sandy,125.5,32.9,92.6,DAP
Maize,Red,111.9,131.6,90.1,Organic Compost
Tomato,Red,95.2,121.3,3.3,MOP
Potato,Black,59.1,107.6,70.4,Urea
Soybean,Loamy,72.2,96.4,15.0,DAP
Mustard,Alluvial,41.8,63.6,91.0,Urea
Groundnut,Laterite,15.5,120.3,78.7,Urea
Chickpea,Loamy,114.1,47.9,19.5,MOP
Onion,Black,123.7,138.5,83.5,Organic Compost
Banana,Loamy,15.4,109.6,113.7,Urea
Mustard,Desert,91.9,128.1,22.1,MOP
Soybean,Black,116.7,91.3,82.7,Organic Compost
Tomato,Sandy,124.6,50.6,53.3,MOP
Groundnut,Black,56.7,108.3,63.7,Urea
Soybean,Desert,122.3,25.0,17.2,NPK 10-26-26
Groundnut,Black,98.0,86.3,54.6,Organic Compost
Millets,Black,59.8,99.6,113.5,Urea
Millets,Red,40.3,3.2,135.7,DAP
Sugarcane,Red,124.9,21.5,5.9,NPK 10-26-26
Soybean,Sandy,22.5,9.5,26.0,NPK 20-20-20
Banana,Red,33.0,112.8,134.4,Urea
Groundnut,Laterite,114.5,124.0,8.4,MOP
Millets,Loamy,5.4,105.5,33.8,Urea
Potato,Alluvial,68.9,3.3,124.6,DAP
Potato,Desert,96.3,9.7,75.9,DAP
Mustard,Sandy,20.5,24.2,21.5,NPK 20-20-20
Banana,Desert,9.0,54.6,135.4,Urea
Maize,Laterite,20.2,87.0,81.4,Urea
Onion,Desert,16.9,56.7,0.1,MOP
Onion,Loamy,63.8,121.5,3.3,MOP
Millets,Clay,91.5,16.3,122.6,DAP
Banana,Black,131.6,123.3,28.7,MOP
Maize,Clay,69.8,124.5,122.4,Urea
Cotton,Laterite,74.8,63.1,100.1,Organic Compost
Chickpea,Sandy,48.7,124.4,45.6,Urea
Sugarcane,Sandy,120.0,97.9,42.6,MOP
Millets,Laterite,57.6,5.1,51.3,DAP
Potato,Desert,101.8,15.1,42.2,NPK 10-26-26
Millets,Black,0.7,130.9,126.6,Urea
Groundnut,Alluvial,116.7,99.2,71.6,Organic Compost
Soybean,Laterite,33.4,125.4,93.2,Urea
Maize,Alluvial,11.9,66.9,15.6,Urea
Chickpea,Alluvial,27.6,71.6,113.0,Urea
Sugarcane,Red,104.0,4.8,84.6,DAP
Rice,Alluvial,62.5,0.9,39.7,NPK 20-20-20
Maize,Black,6.7,94.4,103.9,Urea
Sugarcane,Black,69.5,57.0,82.0,Urea
Banana,Red,139.3,89.3,43.1,MOP
Groundnut,Alluvial,131.0,47.6,95.9,Organic Compost
Maize,Sandy,101.0,43.7,53.4,Organic Compost
Wheat,Black,120.4,18.8,113.8,DAP
Mustard,Black,139.6,0.6,117.9,DAP
Wheat,Sandy,47.3,50.5,117.7,Urea
Millets,Clay,90.2,95.6,6.7,MOP
Potato,Sandy,24.8,118.0,55.2,Urea
Maize,Clay,121.9,1.4,11.7,NPK 10-26-26
Wheat,Desert,111.1,49.1,108.7,Organic Compost
Wheat,Alluvial,67.4,87.6,117.1,Organic Compost
Cotton,Clay,21.2,111.3,130.7,Urea
Tomato,Laterite,110.3,123.2,90.8,Organic Compost
Wheat,Red,42.0,138.8,118.7,Urea
Onion,Desert,130.6,9.0,127.2,DAP
Mustard,Loamy,51.9,32.5,61.4,Urea
Soybean,Clay,50.3,48.7,94.5,Urea
Maize,Red,109.8,93.4,33.8,MOP
Onion,Clay,10.4,125.2,12.8,Urea
Groundnut,Sandy,102.2,40.3,126.7,Organic Compost
Rice,Red,3.1,84.4,20.9,Urea
Sugarcane,Desert,88.6,1.5,68.7,DAP
Mustard,Clay,4.0,51.9,33.3,Urea
Sugarcane,Alluvial,100.8,66.9,114.3,Organic Compost
Rice,Clay,133.1,29.8,34.0,NPK 10-26-26
Tomato,Laterite,116.9,117.9,43.5,MOP
Maize,Red,82.9,69.6,103.2,Organic Compost
Mustard,Clay,14.6,61.5,2.2,Urea
Cotton,Red,126.2,53.2,38.3,MOP
Soybean,Sandy,67.4,40.4,42.3,MOP
Banana,Red,23.6,90.0,125.3,Urea
Cotton,Black,125.7,79.5,102.2,Organic Compost
Chickpea,Sandy,103.9,54.2,131.3,Organic Compost
Millets,Alluvial,83.3,13.3,73.1,DAP
Millets,Sandy,63.9,77.4,90.9,Organic Compost
Onion,Red,67.5,79.3,129.3,Organic Compost
Potato,Loamy,129.2,100.5,46.0,MOP
Soybean,Desert,61.3,35.3,73.2,DAP
Rice,Loamy,138.8,135.7,85.9,Organic Compost
Potato,Clay,133.1,122.2,126.0,Organic Compost
Maize,Black,6.2,92.3,130.7,Urea
Potato,Clay,116.3,72.6,63.3,Organic Compost
Maize,Alluvial,111.2,92.0,23.8,MOP
Maize,Loamy,110.3,117.2,35.5,MOP
Cotton,Black,55.2,69.0,112.7,Urea
Groundnut,Alluvial,103.2,122.9,133.6,Organic Compost
Chickpea,Black,69.9,126.1,44.2,MOP
Soybean,Desert,63.8,88.0,139.4,Organic Compost
Tomato,Red,39.6,86.4,22.8,MOP
Banana,Red,75.7,118.2,74.1,Organic Compost
Maize,Desert,103.6,90.0,1.1,MOP
Cotton,Red,71.7,133.2,44.9,MOP
Chickpea,Clay,138.7,109.2,19.4,MOP
Groundnut,Laterite,88.7,93.6,113.0,Organic Compost
Maize,Desert,30.1,17.4,116.0,Urea
Maize,Laterite,44.6,6.5,27.1,NPK 20-20-20
Potato,Black,139.0,110.1,118.8,Organic Compost
Onion,Sandy,65.3,128.4,59.7,MOP
Sugarcane,Loamy,14.8,91.8,139.7,Urea
Chickpea,Black,19.3,49.9,20.4,Urea
Rice,Clay,92.1,86.4,61.0,Organic Compost
Wheat,Sandy,58.7,42.8,92.3,Urea
Sugarcane,Black,67.7,40.5,102.7,Urea
Banana,Clay,64.6,2.2,18.7,NPK 20-20-20
Maize,Loamy,107.6,123.6,44.8,MOP
Wheat,Sandy,117.8,58.8,133.2,Organic Compost
Millets,Clay,11.7,64.9,25.1,Urea
Potato,Black,99.8,8.8,28.1,NPK 10-26-26
Maize,Clay,35.2,114.4,110.4,Urea
Onion,Sandy,89.2,84.2,15.3,MOP
Rice,Clay,2.9,17.7,84.1,Urea
Cotton,Red,122.0,47.3,65.2,Organic Compost
Maize,Laterite,83.9,131.0,37.0,MOP
Wheat,Desert,78.4,135.2,121.3,Organic Compost
Soybean,Laterite,67.2,23.2,63.5,DAP
Mustard,Desert,134.4,134.7,2.7,MOP
Soybean,Black,86.1,132.4,122.7,Organic Compost
Banana,Red,70.2,39.5,77.5,Urea
Wheat,Clay,65.0,98.1,122.2,Organic Compost
Tomato,Loamy,118.4,133.1,22.8,MOP
Onion,Laterite,40.0,22.1,82.0,Urea
Chickpea,Sandy,39.3,0.1,107.4,DAP
Onion,Red,32.9,47.9,67.9,Urea
Millets,Sandy,20.4,25.7,118.6,Urea
Rice,Black,0.5,108.4,103.4,Urea
Chickpea,Alluvial,110.0,13.9,64.5,DAP
Rice,Black,53.2,92.5,94.2,Urea
Onion,Laterite,58.7,68.0,48.5,MOP
Cotton,Red,66.9,53.5,82.0,Organic Compost
Groundnut,Desert,86.1,102.8,13.7,MOP
Soybean,Loamy,121.3,135.9,32.3,MOP
Rice,Sandy,103.5,66.1,49.7,Organic Compost
Groundnut,Alluvial,75.7,10.3,35.6,NPK 10-26-26
Soybean,Clay,124.5,100.2,94.5,Organic Compost
Cotton,Loamy,91.5,121.5,106.9,Organic Compost
Chickpea,Loamy,73.9,90.8,98.1,Organic Compost
Cotton,Black,34.8,69.0,28.6,Urea
Banana,Black,20.5,118.1,75.9,Urea
Banana,Alluvial,40.0,2.5,0.5,DAP
Chickpea,Red,111.8,72.3,34.3,MOP
Wheat,Desert,49.1,79.5,94.2,Urea
Chickpea,Clay,49.6,57.4,120.2,Urea
Millets,Loamy,110.9,71.8,88.9,Organic Compost
Millets,Alluvial,57.0,39.4,94.9,Urea
Wheat,Alluvial,11.1,65.5,55.8,Urea
Millets,Alluvial,68.8,92.0,43.9,MOP
Wheat,Clay,51.7,127.0,3.5,MOP
Sugarcane,Alluvial,20.6,55.6,63.6,Urea
Millets,Black,87.7,131.7,55.0,Organic Compost
Potato,Black,17.9,132.7,132.8,Urea
Millets,Desert,80.9,117.3,43.9,MOP
Rice,Sandy,18.1,119.3,137.4,Urea
Sugarcane,Black,82.4,12.1,88.4,DAP
Wheat,Loamy,105.9,15.9,42.2,NPK 10-26-26
Soybean,Desert,39.9,87.0,34.6,Urea
Wheat,Clay,37.8,61.0,2.6,MOP
Mustard,Red,120.4,12.4,109.5,DAP
Cotton,Loamy,102.8,33.3,58.3,DAP
Onion,Laterite,68.8,97.7,67.0,Organic Compost
Sugarcane,Laterite,62.0,56.6,81.7,Urea
Tomato,Loamy,72.9,94.2,50.2,MOP
Sugarcane,Clay,50.8,34.2,106.8,Urea
Sugarcane,Clay,138.9,90.4,19.9,MOP
Cotton,Black,70.0,32.7,113.5,DAP
Onion,Desert,114.4,112.2,88.2,MOP
Maize,Red,119.4,101.0,113.5,Organic Compost
Sugarcane,Desert,32.1,46.5,117.7,Urea
Tomato,Sandy,77.3,121.3,21.9,MOP
Wheat,Sandy,118.2,129.2,56.0,Organic Compost
Soybean,Laterite,44.6,3.4,35.0,NPK 20-20-20
Chickpea,Red,40.4,120.2,28.5,Urea
Tomato,Clay,64.9,101.4,44.6,DAP
Tomato,Black,64.6,125.8,101.8,Organic Compost
Potato,Alluvial,122.7,137.8,88.8,Organic Compost
Rice,Desert,33.1,127.7,96.4,Urea
Chickpea,Red,71.7,8.2,92.5,NPK 20-20-20
Maize,Black,21.8,47.6,127.2,Urea
Wheat,Red,106.3,120.8,103.1,Organic Compost
Tomato,Sandy,104.3,59.1,42.3,MOP
Wheat,Clay,91.0,108.1,87.9,Organic Compost
Groundnut,Black,45.3,78.6,2.3,MOP
Tomato,Black,12.4,93.0,27.1,Urea
Onion,Black,23.2,102.9,54.4,Urea
Soybean,Black,77.3,59.0,7.2,MOP
Cotton,Loamy,129.8,113.1,80.0,Organic Compost
Groundnut,Clay,76.9,116.9,80.9,DAP
Mustard,Alluvial,13.9,95.7,73.7,Urea
Mustard,Red,34.9,1.8,29.2,NPK 20-20-20
Banana,Desert,94.4,110.6,113.8,DAP
Potato,Alluvial,138.5,73.8,8.9,Urea
Mustard,Red,73.4,52.0,98.3,Organic Compost
Cotton,Desert,35.9,26.7,43.5,NPK 20-20-20
Banana,Laterite,100.1,69.7,93.5,Organic Compost
Maize,Laterite,72.7,80.2,26.1,MOP
Cotton,Alluvial,13.8,35.0,91.6,Urea
Millets,Alluvial,66.1,48.5,21.9,MOP
Groundnut,Sandy,17.1,32.2,51.1,Urea
Cotton,Clay,47.2,135.2,63.7,Urea
Chickpea,Desert,103.1,76.7,84.1,Organic Compost
Potato,Black,48.6,58.9,137.9,Urea
Soybean,Alluvial,61.0,23.7,95.9,DAP
Banana,Clay,104.8,65.9,118.3,Organic Compost
Groundnut,Loamy,84.7,34.4,6.9,NPK 10-26-26
Chickpea,Loamy,91.5,29.8,25.2,NPK 10-26-26
Maize,Alluvial,139.9,100.8,88.1,Organic Compost
Sugarcane,Clay,127.4,101.1,99.4,Organic Compost
Maize,Alluvial,139.9,2.2,69.4,DAP
Millets,Clay,103.0,87.9,10.5,MOP
Onion,Alluvial,137.1,17.9,135.4,DAP
Potato,Clay,80.4,116.4,88.8,Organic Compost
Chickpea,Sandy,36.4,130.9,90.1,Urea
Sugarcane,Red,74.6,123.5,111.5,Urea
Millets,Sandy,0.2,46.6,117.5,Urea
Tomato,Red,0.1,3.2,20.4,NPK 20-20-20
Sugarcane,Laterite,126.0,11.8,121.8,DAP
Soybean,Black,40.6,27.2,110.5,Urea
Wheat,Red,7.6,23.6,88.2,Urea
Chickpea,Loamy,85.8,96.3,17.5,MOP
Sugarcane,Laterite,116.9,65.6,57.0,Organic Compost
Cotton,Sandy,86.8,100.4,91.9,Organic Compost
Onion,Desert,43.1,25.5,129.7,Urea
Wheat,Desert,69.6,134.7,17.2,MOP
Onion,Laterite,0.4,27.0,21.5,NPK 20-20-20
Cotton,Desert,135.2,124.8,138.4,Organic Compost
Rice,Desert,27.7,36.0,120.7,Urea
Cotton,Sandy,78.7,42.8,39.9,MOP
Mustard,Loamy,50.3,86.4,58.8,Urea
Millets,Sandy,64.1,133.0,67.9,Organic Compost
Chickpea,Clay,124.7,106.9,84.6,Organic Compost
Wheat,Loamy,28.2,30.0,4.8,NPK 20-20-20
Potato,Alluvial,81.5,19.3,9.3,NPK 10-26-26
Mustard,Clay,49.8,128.7,1.4,MOP
Tomato,Black,44.2,3.3,4.9,NPK 20-20-20
Banana,Sandy,29.2,126.2,96.3,Urea
Tomato,Laterite,41.0,116.3,69.2,Urea
Potato,Black,41.5,56.4,83.0,Urea
Banana,Red,46.0,3.4,52.2,DAP
Soybean,Desert,103.6,16.5,124.6,DAP
Rice,Black,130.8,100.0,109.6,Organic Compost
Wheat,Black,111.9,66.8,135.4,Organic Compost
Maize,Red,103.0,80.1,60.7,Organic Compost
Cotton,Sandy,80.8,44.7,86.6,Organic Compost
Potato,Clay,91.5,69.5,2.6,MOP
Sugarcane,Red,84.2,110.9,134.4,Organic Compost
Rice,Sandy,87.0,60.2,85.4,Organic Compost
Banana,Laterite,127.5,78.9,14.1,MOP
Chickpea,Desert,14.0,136.0,138.3,Urea
Millets,Red,1.2,2.2,54.3,Urea
Banana,Desert,21.7,68.3,70.2,Urea
Millets,Loamy,129.5,61.4,19.3,MOP
Mustard,Alluvial,131.6,131.6,12.9,MOP
Groundnut,Clay,65.0,67.0,135.8,Organic Compost
Banana,Loamy,16.1,42.3,119.1,Urea
Onion,Loamy,15.9,119.1,41.7,Urea
Maize,Black,72.9,78.7,47.7,Urea
Onion,Laterite,97.6,76.1,122.9,Organic Compost
Onion,Alluvial,26.4,16.6,73.6,Urea
Rice,Alluvial,39.6,71.3,100.0,Urea
Onion,Desert,27.9,72.0,35.4,Urea
Mustard,Black,134.6,100.3,78.0,Organic Compost
Millets,Red,2.9,128.1,111.3,Urea
Wheat,Alluvial,43.1,106.8,70.4,Urea
Rice,Alluvial,129.3,23.2,44.6,NPK 10-26-26
Cotton,Sandy,71.5,120.8,8.6,MOP
Rice,Black,37.0,99.3,74.5,Urea
Mustard,Clay,44.4,12.0,55.5,DAP
Maize,Laterite,136.8,119.9,110.7,Organic Compost
Groundnut,Loamy,126.2,82.6,52.2,Organic Compost
Banana,Clay,52.0,110.7,137.6,Urea
Tomato,Red,23.8,66.5,91.6,Urea
Cotton,Laterite,75.2,38.5,3.3,NPK 10-26-26
Onion,Clay,38.9,1.9,59.5,NPK 20-20-20
Groundnut,Clay,57.9,80.1,104.4,Urea
Banana,Sandy,96.7,13.8,58.9,DAP
Wheat,Black,43.4,94.9,126.3,Urea
Wheat,Clay,30.8,120.5,124.5,Urea
Rice,Desert,134.6,129.5,71.8,Organic Compost
Millets,Alluvial,30.3,91.3,17.8,Urea
Tomato,Black,12.3,32.9,6.8,NPK 20-20-20
Soybean,Loamy,40.5,112.2,56.7,Urea
Onion,Sandy,19.0,7.9,117.9,Urea
Soybean,Black,95.2,46.1,7.9,MOP
Banana,Clay,54.7,76.3,19.1,MOP
Cotton,Black,66.2,118.6,106.9,Organic Compost
Onion,Alluvial,31.6,119.3,72.2,Urea
Maize,Red,82.7,83.3,87.7,Organic Compost
Sugarcane,Black,60.0,136.5,38.1,Urea
Maize,Desert,79.3,68.5,16.9,MOP
Millets,Desert,137.3,28.2,128.8,DAP
Rice,Loamy,31.3,34.8,86.7,Urea
Banana,Desert,37.0,122.9,64.5,Urea
Onion,Black,105.8,115.7,5.5,MOP
Cotton,Laterite,86.1,91.1,116.3,Organic Compost
Potato,Alluvial,26.1,131.2,76.5,Urea
Soybean,Clay,82.2,51.4,2.6,MOP
Maize,Sandy,36.7,37.2,38.0,NPK 20-20-20
Potato,Red,43.5,52.7,137.2,Urea
Soybean,Laterite,65.8,100.7,123.7,Organic Compost
Banana,Laterite,64.4,46.2,109.1,Urea
Cotton,Red,72.6,28.8,97.2,DAP
Banana,Red,9.5,30.8,27.3,NPK 20-20-20
Groundnut,Sandy,75.3,54.2,124.5,Organic Compost
Onion,Loamy,92.1,111.5,101.2,Organic Compost
Banana,Loamy,21.3,113.3,91.5,Urea
Mustard,Black,71.4,101.4,121.4,Organic Compost
Cotton,Black,137.5,137.4,135.7,Organic Compost
Chickpea,Clay,10.6,35.8,12.9,NPK 20-20-20
Chickpea,Desert,90.9,64.6,111.0,Organic Compost
Potato,Laterite,88.1,71.7,89.8,Organic Compost
Maize,Laterite,58.1,78.2,126.7,Urea
