soil_type,temperature,humidity,rainfall,ph,crop
Alluvial,16.4,73.5,93.7,6.22,Potato
Black,16.8,66.3,93.2,7.54,Wheat
Black,22.7,43.7,77.4,7.04,Mustard
Black,17.0,39.7,61.8,7.04,Chickpea
Laterite,28.4,64.7,70.7,6.37,Groundnut
Loamy,29.9,70.2,233.6,6.62,Sugarcane
Loamy,19.5,53.1,51.3,6.65,Onion
Alluvial,17.6,54.6,64.5,6.19,Wheat
Sandy,27.5,64.9,81.8,6.06,Millets
Red,28.5,66.1,77.1,5.74,Millets
Desert,33.1,54.2,36.5,6.2,Millets
Black,30.0,79.8,117.4,6.23,Soybean
Red,26.6,55.5,88.3,6.1,Maize
Alluvial,17.5,55.6,57.5,7.24,Chickpea
Red,26.8,69.1,135.8,7.52,Soybean
Black,22.9,63.7,93.9,6.05,Onion
Loamy,30.7,71.1,191.9,6.3,Sugarcane
Red,32.9,62.3,56.6,7.81,Cotton
Red,25.9,70.6,61.2,6.81,Cotton
Loamy,19.9,65.6,65.8,6.84,Tomato
Laterite,23.9,50.8,75.5,6.6,Groundnut
Black,21.1,56.4,105.5,7.28,Onion
Alluvial,24.8,84.6,298.8,6.17,Rice
Alluvial,27.2,79.1,59.9,6.68,Maize
Alluvial,31.7,88.1,207.1,6.63,Sugarcane
Black,30.4,82.9,208.0,6.65,Sugarcane
Black,32.3,74.8,207.5,6.61,Sugarcane
Sandy,28.1,63.4,51.1,6.56,Groundnut
Black,28.1,80.1,115.4,6.95,Soybean
Alluvial,22.5,52.5,91.5,7.78,Chickpea
Loamy,19.0,60.6,42.9,7.37,Chickpea
Laterite,26.4,76.8,169.2,6.67,Rice
Black,22.3,59.2,47.6,5.98,Wheat
Loamy,20.5,67.4,67.3,6.49,Tomato
Alluvial,31.1,86.1,158.0,6.33,Sugarcane
Alluvial,31.5,76.2,116.8,6.59,Maize
Black,22.1,51.5,48.1,6.66,Mustard
Red,32.0,57.5,93.7,6.79,Maize
Sandy,18.7,76.5,90.7,6.13,Potato
Loamy,27.1,82.5,148.6,6.53,Soybean
Alluvial,22.4,65.7,70.5,6.51,Tomato
Black,31.0,72.0,160.5,6.67,Sugarcane
Red,19.7,60.2,55.4,6.42,Tomato
Loamy,19.1,55.7,94.4,6.54,Onion
Loamy,19.7,61.0,121.2,6.12,Tomato
Laterite,26.9,66.1,57.6,5.74,Millets
Alluvial,26.3,72.3,128.0,6.23,Maize
Loamy,20.1,57.2,80.0,7.41,Wheat
Alluvial,15.1,57.5,51.0,6.19,Mustard
Loamy,22.0,69.8,86.3,5.02,Potato
Loamy,17.1,60.6,65.1,7.5,Wheat
Black,24.9,53.3,62.9,6.17,Groundnut
Loamy,28.9,85.2,164.4,6.82,Sugarcane
Alluvial,22.0,56.9,81.3,6.77,Wheat
Alluvial,16.5,66.4,99.9,7.1,Wheat
Alluvial,17.9,76.7,69.4,6.54,Potato
Loamy,22.9,60.4,92.9,6.66,Wheat
Red,29.2,77.3,71.5,6.19,Maize
Laterite,27.6,81.0,230.1,5.61,Rice
Laterite,25.5,56.5,78.9,6.49,Groundnut
Clay,19.5,63.8,72.9,6.13,Mustard
Black,29.9,55.7,116.1,6.98,Cotton
Alluvial,22.8,50.8,86.7,7.53,Wheat
Alluvial,24.7,73.0,246.4,6.35,Sugarcane
Loamy,20.8,64.2,70.1,7.14,Mustard
Black,23.8,70.3,246.1,6.07,Sugarcane
Laterite,31.9,59.0,68.3,6.77,Groundnut
Sandy,33.8,62.8,95.1,6.22,Groundnut
Black,18.6,39.9,42.9,7.83,Chickpea
Black,22.0,63.3,178.9,6.87,Soybean
Loamy,19.4,81.2,112.4,6.42,Potato
Loamy,28.7,73.0,77.4,6.84,Onion
Alluvial,24.5,44.4,44.9,7.36,Mustard
Alluvial,32.1,85.9,199.0,7.43,Banana
Alluvial,27.6,78.8,215.3,5.63,Rice
Loamy,16.8,66.5,95.6,5.47,Potato
Sandy,27.6,38.6,56.3,7.87,Millets
Laterite,27.6,48.2,85.2,6.67,Millets
Sandy,32.8,60.5,96.6,7.16,Millets
Desert,34.4,56.7,83.0,7.01,Millets
Red,23.8,33.8,85.6,6.68,Millets
Black,26.1,72.9,50.5,6.29,Onion
Black,18.4,60.3,75.9,6.91,Chickpea
Loamy,19.1,64.8,51.5,6.1,Chickpea
Loamy,30.2,71.8,99.8,6.93,Tomato
Alluvial,25.2,90.7,139.2,6.9,Sugarcane
Sandy,30.2,54.6,61.0,7.49,Millets
Red,30.4,66.8,89.0,6.19,Groundnut
Alluvial,24.2,78.5,124.0,6.18,Potato
Alluvial,17.7,72.9,111.0,7.33,Onion
Black,26.7,70.7,139.9,6.66,Sugarcane
Red,27.8,62.0,104.8,6.94,Cotton
Laterite,24.9,49.6,49.1,6.07,Groundnut
Black,27.4,81.2,135.2,6.19,Soybean
Alluvial,21.9,56.0,59.0,6.16,Wheat
Loamy,25.8,64.9,126.1,7.15,Soybean
Alluvial,30.4,77.3,174.6,6.6,Banana
Red,28.5,50.7,119.6,6.34,Cotton
Loamy,16.4,67.0,97.8,6.28,Wheat
Loamy,33.2,81.0,148.1,6.8,Sugarcane
Loamy,20.8,70.1,110.3,6.62,Tomato
Loamy,24.3,78.4,142.0,7.16,Maize
Loamy,31.4,76.7,142.3,7.36,Soybean
Red,24.6,79.6,91.0,6.59,Maize
Sandy,35.3,61.8,92.3,8.02,Millets
Alluvial,14.4,65.7,59.4,6.58,Mustard
Laterite,31.4,57.8,56.8,7.41,Millets
Alluvial,34.7,80.2,175.9,5.98,Rice
Loamy,20.2,44.3,55.9,6.5,Mustard
Sandy,30.2,66.0,77.8,6.88,Groundnut
Loamy,15.2,71.7,100.4,6.18,Potato
Loamy,29.0,76.5,52.8,6.4,Tomato
Laterite,32.2,60.1,115.9,6.09,Groundnut
Red,35.5,61.6,60.2,6.96,Cotton
Loamy,30.7,67.6,156.1,6.12,Soybean
Loamy,32.8,55.7,108.8,8.06,Cotton
Alluvial,18.4,84.7,65.5,5.63,Potato
Black,21.4,63.8,74.0,6.99,Wheat
Sandy,20.4,84.6,84.0,5.59,Potato
Loamy,17.9,78.7,139.1,5.65,Potato
Sandy,24.7,87.0,286.7,5.84,Rice
Laterite,34.7,45.8,77.3,6.12,Millets
Loamy,23.2,43.7,65.9,6.69,Mustard
Loamy,31.7,86.5,152.8,7.53,Banana
Laterite,28.9,90.3,265.4,6.83,Rice
Alluvial,23.5,68.7,92.0,6.96,Wheat
Red,28.3,65.0,33.0,7.84,Millets
Loamy,17.6,74.5,137.5,5.42,Potato
Loamy,34.0,81.1,206.7,6.91,Sugarcane
Black,34.1,82.6,215.3,6.68,Sugarcane
Loamy,23.2,63.5,129.0,6.39,Tomato
Loamy,20.7,69.5,57.9,5.23,Potato
Alluvial,28.7,49.9,66.8,7.31,Onion
Laterite,27.6,43.6,41.1,6.65,Millets
Clay,34.2,66.7,108.2,6.38,Cotton
Alluvial,22.5,57.4,74.3,6.9,Wheat
Loamy,25.9,54.7,85.2,6.23,Cotton
Red,24.1,66.4,80.9,6.81,Soybean
Black,27.7,74.8,158.3,6.47,Banana
Loamy,27.2,82.0,142.0,6.81,Soybean
Alluvial,16.0,67.8,56.2,6.76,Wheat
Alluvial,28.3,83.0,164.7,5.9,Rice
Clay,29.4,75.3,125.0,6.85,Tomato
Loamy,16.4,53.9,48.5,5.96,Wheat
Loamy,23.0,84.3,138.9,6.49,Soybean
Alluvial,21.6,56.4,49.5,6.87,Onion
Loamy,23.8,69.7,196.3,7.25,Sugarcane
Black,26.2,45.5,101.9,6.9,Cotton
Clay,20.3,45.2,82.4,6.64,Chickpea
Loamy,20.6,53.3,47.4,7.09,Onion
Alluvial,20.2,53.8,96.3,6.5,Wheat
Red,26.5,57.4,116.5,6.47,Tomato
Black,22.7,67.9,66.2,7.05,Onion
Clay,32.6,75.5,203.0,5.89,Rice
Loamy,23.9,64.0,72.1,7.08,Onion
Loamy,20.1,85.9,93.9,6.53,Potato
Black,18.7,61.3,63.2,6.41,Wheat
Black,19.6,40.2,55.0,6.5,Mustard
Alluvial,21.2,73.6,85.5,6.53,Onion
Loamy,16.2,68.3,78.7,6.01,Potato
Red,32.7,64.5,73.1,6.54,Cotton
Alluvial,17.5,62.2,32.6,6.69,Mustard
Loamy,18.0,42.2,92.1,6.44,Chickpea
Black,28.4,57.8,72.9,8.02,Cotton
Alluvial,15.3,52.9,46.9,7.11,Wheat
Red,34.0,69.6,70.9,6.89,Groundnut
Loamy,16.8,47.1,81.6,6.57,Mustard
Laterite,27.8,87.8,278.8,6.59,Rice
Loamy,28.7,69.5,173.4,6.98,Soybean
Alluvial,26.2,88.5,283.4,5.69,Rice
Sandy,35.4,64.7,64.5,5.68,Millets
Black,27.4,63.9,92.4,6.7,Onion
Black,30.7,72.2,227.7,6.28,Sugarcane
Clay,33.1,83.4,179.0,6.03,Rice
Laterite,32.7,47.6,119.5,6.92,Groundnut
Red,23.7,45.0,107.1,6.49,Groundnut
Clay,34.8,78.7,275.1,6.8,Rice
Sandy,14.8,73.7,92.6,6.29,Potato
Sandy,18.5,65.3,82.3,5.11,Potato
Black,31.9,74.1,173.0,6.4,Soybean
Loamy,17.6,64.3,60.6,6.0,Mustard
Red,29.0,54.9,53.2,6.29,Onion
Alluvial,15.0,64.9,45.4,5.96,Wheat
Sandy,28.6,60.6,76.8,5.99,Millets
Alluvial,14.7,60.0,54.0,6.62,Mustard
Laterite,25.8,74.6,248.8,7.35,Banana
Loamy,23.1,40.2,82.1,7.78,Chickpea
Loamy,16.1,78.3,57.8,6.0,Potato
Black,20.5,52.4,39.6,6.73,Mustard
Black,14.5,56.0,47.8,7.54,Mustard
Loamy,25.2,49.2,63.9,7.41,Chickpea
Loamy,29.3,51.8,54.6,7.73,Cotton
Black,26.0,76.2,138.3,7.1,Soybean
Black,27.3,67.1,99.6,7.08,Onion
Black,25.1,73.1,49.0,6.49,Onion
Black,25.8,85.0,150.5,6.9,Soybean
Alluvial,22.5,71.1,80.9,6.28,Potato
Loamy,31.4,74.2,172.6,7.49,Banana
Loamy,30.1,78.6,244.8,7.29,Sugarcane
Loamy,17.5,61.5,60.0,6.84,Wheat
Sandy,15.1,70.6,130.0,5.53,Potato
Laterite,32.9,84.2,236.7,5.66,Rice
Alluvial,23.0,72.9,94.5,6.42,Maize
Loamy,29.0,78.8,120.8,6.31,Tomato
Desert,27.8,55.4,63.2,6.72,Millets
Laterite,31.1,84.5,252.6,6.51,Rice
Alluvial,25.3,85.6,172.0,6.16,Rice
Black,27.2,53.5,57.7,6.83,Cotton
Alluvial,20.3,65.2,103.2,6.36,Tomato
Black,19.5,58.2,58.1,6.75,Wheat
Alluvial,26.2,90.0,260.3,7.15,Banana
Alluvial,22.2,64.1,118.7,5.95,Potato
Alluvial,20.7,63.9,96.8,6.77,Tomato
Red,29.8,50.0,54.6,7.07,Millets
Loamy,34.5,60.9,84.0,6.77,Cotton
Loamy,28.8,75.5,127.6,7.32,Banana
Alluvial,27.6,50.5,99.9,6.05,Onion
Black,24.3,53.2,46.1,7.05,Chickpea
Loamy,33.4,51.3,65.1,6.64,Cotton
Black,15.4,52.1,91.9,6.88,Wheat
Laterite,35.1,92.5,190.7,6.47,Rice
Loamy,31.9,61.7,94.4,6.24,Maize
Black,20.2,65.1,36.0,6.74,Chickpea
Sandy,26.2,43.9,93.3,6.23,Millets
Black,15.8,64.8,55.4,6.26,Mustard
Alluvial,25.7,62.9,129.2,6.77,Tomato
Red,31.4,80.6,165.0,6.37,Soybean
Sandy,15.4,82.0,86.4,5.6,Potato
Clay,26.7,76.8,183.3,6.12,Rice
Red,25.2,70.3,101.8,6.54,Cotton
Alluvial,21.6,55.2,163.7,7.05,Maize
Loamy,21.0,72.9,70.0,5.37,Potato
Loamy,24.5,92.1,148.9,6.74,Banana
Loamy,25.9,49.9,44.9,6.51,Onion
Sandy,22.4,67.8,94.5,5.22,Potato
Black,18.6,48.1,53.1,6.98,Mustard
Black,25.5,68.6,104.7,7.92,Cotton
Alluvial,20.1,64.9,115.2,6.76,Tomato
Loamy,29.6,57.2,94.9,7.02,Tomato
Loamy,30.9,68.0,86.1,6.4,Soybean
Alluvial,31.9,70.4,195.7,6.94,Sugarcane
Red,31.7,74.9,138.3,6.44,Soybean
Sandy,23.3,61.9,53.4,6.92,Chickpea
Alluvial,30.2,78.3,187.9,6.18,Rice
Alluvial,20.3,55.5,75.7,6.33,Onion
Loamy,29.7,75.6,138.3,6.93,Sugarcane
Alluvial,27.4,63.8,112.4,6.88,Tomato
Desert,36.0,49.9,36.5,7.64,Millets
Laterite,23.6,56.1,46.9,7.81,Millets
Black,23.7,69.7,101.9,6.11,Onion
Sandy,24.0,73.4,107.7,6.15,Tomato
Alluvial,31.0,72.0,107.0,6.24,Maize
Desert,21.7,45.3,62.3,6.59,Chickpea
Alluvial,24.7,68.2,151.4,6.19,Maize
Alluvial,35.4,84.9,249.3,5.59,Rice
Alluvial,26.9,47.4,104.3,6.95,Groundnut
Red,30.8,67.0,146.4,6.21,Maize
Alluvial,27.1,80.2,87.6,6.5,Tomato
Loamy,24.2,78.2,157.7,6.58,Soybean
Sandy,24.3,53.4,121.7,6.16,Groundnut
Loamy,22.1,70.6,109.9,7.13,Onion
Red,29.1,92.4,210.7,6.55,Rice
Loamy,25.3,70.6,64.8,6.52,Onion
Loamy,30.6,89.7,232.7,7.43,Sugarcane
Loamy,18.0,47.9,37.6,7.3,Mustard
Red,24.4,76.3,139.2,6.5,Maize
Black,16.0,64.1,79.7,7.82,Chickpea
Clay,31.2,73.2,288.2,6.11,Rice
Loamy,18.8,66.8,61.9,7.16,Wheat
Loamy,23.8,82.7,125.8,6.11,Soybean
Red,31.7,77.0,180.2,7.44,Soybean
Alluvial,28.3,67.8,82.1,6.97,Tomato
Laterite,28.0,52.8,112.7,6.69,Groundnut
Red,30.2,62.9,149.2,7.13,Soybean
Loamy,21.1,66.3,112.5,6.34,Onion
Loamy,29.9,45.2,52.7,7.91,Cotton
Laterite,25.4,73.4,241.1,6.67,Rice
Loamy,24.0,81.2,204.0,6.44,Sugarcane
Alluvial,28.8,76.4,115.4,6.62,Tomato
Clay,28.7,60.0,110.8,5.97,Tomato
Sandy,32.9,46.6,58.7,6.44,Groundnut
Red,27.1,67.4,97.9,6.46,Tomato
Loamy,14.7,53.1,96.5,6.83,Wheat
Laterite,24.7,89.2,243.9,6.21,Rice
Loamy,32.3,89.3,242.8,7.33,Banana
Alluvial,32.3,88.1,151.9,5.78,Rice
Desert,34.0,39.9,85.4,5.47,Millets
Red,30.7,54.9,132.6,7.24,Maize
Loamy,27.1,85.8,94.8,7.44,Soybean
Alluvial,17.8,58.0,43.6,7.28,Mustard
Black,16.7,51.1,49.9,6.07,Wheat
Loamy,33.4,86.5,151.4,7.14,Sugarcane
Alluvial,22.5,42.5,36.9,7.84,Chickpea
Sandy,26.2,37.7,56.1,7.11,Millets
Red,27.3,56.9,79.0,6.11,Groundnut
Laterite,30.2,64.4,97.0,6.46,Groundnut
Loamy,22.0,49.9,51.4,6.93,Wheat
Loamy,24.2,69.6,99.4,6.42,Tomato
Black,27.1,68.5,103.4,6.84,Onion
Sandy,16.9,82.6,100.3,5.69,Potato
Loamy,18.2,60.7,45.5,7.67,Chickpea
Sandy,21.4,63.9,130.9,5.55,Potato
Loamy,29.0,54.0,98.2,7.33,Onion
Alluvial,14.0,54.5,36.4,7.24,Mustard
Red,26.6,75.4,98.1,6.86,Tomato
Laterite,25.3,49.9,52.1,6.09,Groundnut
Clay,24.7,71.7,162.7,6.31,Rice
Alluvial,22.4,59.9,70.9,5.5,Potato
Loamy,29.6,73.5,87.3,6.5,Onion
Alluvial,21.2,47.4,90.2,6.85,Chickpea
Sandy,25.9,54.1,63.6,6.93,Groundnut
Alluvial,29.7,77.7,230.3,7.2,Sugarcane
Laterite,30.9,80.3,141.3,6.89,Banana
Alluvial,31.0,76.7,302.1,6.01,Rice
Laterite,27.5,52.2,57.6,6.94,Groundnut
Black,30.8,70.4,243.8,5.52,Rice
Loamy,19.7,57.3,108.5,6.73,Onion
Laterite,29.5,74.4,241.7,7.1,Banana
Loamy,21.0,62.7,64.2,5.56,Potato
Loamy,16.3,60.3,69.2,6.34,Potato
Loamy,25.7,74.6,152.7,6.27,Soybean
Red,24.4,69.4,86.0,5.84,Maize
Black,30.6,87.7,272.8,6.76,Rice
Sandy,29.8,61.4,107.9,6.81,Groundnut
Black,26.9,70.0,169.0,7.0,Sugarcane
Loamy,29.9,69.1,156.2,7.0,Banana
Sandy,25.4,70.3,151.4,6.92,Soybean
Black,28.7,73.5,174.4,6.12,Soybean
Loamy,27.6,78.0,111.3,6.75,Tomato
Loamy,27.2,55.6,52.3,6.64,Onion
Red,30.9,60.5,112.6,6.17,Soybean
Black,21.3,63.1,81.4,6.39,Wheat
Loamy,26.9,65.5,109.9,6.62,Soybean
Laterite,29.9,53.8,52.1,5.91,Millets
Alluvial,32.6,90.6,260.8,6.79,Rice
Black,24.0,54.3,47.9,6.94,Chickpea
Black,20.1,63.8,80.4,6.88,Mustard
Red,27.7,63.1,89.3,6.36,Groundnut
Loamy,23.2,72.6,104.5,6.51,Tomato
Loamy,24.2,46.2,75.9,6.27,Chickpea
Red,28.2,57.4,85.6,6.07,Tomato
Alluvial,31.4,91.8,190.4,6.74,Rice
Sandy,29.8,49.9,122.7,6.16,Groundnut
Loamy,26.4,86.1,259.3,6.53,Banana
Loamy,23.6,84.4,128.6,7.24,Banana
Laterite,33.7,62.7,58.2,7.87,Millets
Black,20.3,67.0,87.7,7.32,Onion
Red,31.8,66.7,62.0,6.35,Cotton
Loamy,25.1,54.2,119.1,6.96,Cotton
Alluvial,24.2,68.3,60.7,7.18,Wheat
Red,32.5,45.5,69.7,6.05,Groundnut
Loamy,26.9,54.5,97.1,7.07,Onion
Sandy,21.1,78.9,99.1,5.5,Potato
Sandy,32.0,50.9,49.6,6.84,Groundnut
Laterite,28.9,75.6,159.6,6.7,Rice
Red,24.6,72.7,106.9,6.3,Soybean
Alluvial,18.7,65.3,66.7,6.93,Chickpea
Loamy,15.4,65.0,93.2,6.71,Wheat
Loamy,22.9,54.4,79.5,7.43,Wheat
Laterite,29.1,91.2,178.1,6.63,Banana
Laterite,33.7,81.5,191.4,6.96,Banana
Black,17.9,60.4,68.9,6.81,Onion
Loamy,19.7,65.5,77.7,6.87,Tomato
Red,27.4,44.7,88.1,7.72,Millets
Black,15.2,69.7,66.7,7.28,Wheat
Black,15.6,39.6,73.8,6.73,Chickpea
Black,18.7,50.1,69.4,6.38,Wheat
Alluvial,33.0,87.7,215.0,6.12,Rice
Alluvial,24.3,76.8,156.5,7.01,Sugarcane
Loamy,27.2,61.3,55.6,6.72,Groundnut
Sandy,18.5,79.2,118.7,6.28,Potato
Loamy,28.8,63.9,73.3,6.23,Maize
Black,28.6,50.3,75.4,6.4,Cotton
Black,21.4,39.4,62.5,7.14,Chickpea
Loamy,23.9,85.5,172.5,7.02,Banana
Alluvial,34.0,73.9,117.0,7.26,Banana
Clay,28.2,92.8,175.2,5.67,Rice
Laterite,32.9,68.8,83.3,6.81,Groundnut
Loamy,17.4,65.5,124.8,5.5,Potato
Red,24.3,38.6,55.6,6.54,Millets
Loamy,28.7,85.3,125.2,6.99,Soybean
Desert,35.7,55.5,33.7,6.78,Millets
Loamy,27.7,64.5,79.9,6.38,Tomato
Sandy,32.0,35.9,40.3,7.18,Millets
Black,14.9,62.2,88.2,6.41,Wheat
Loamy,23.2,61.2,58.6,6.3,Mustard
Sandy,16.3,76.1,83.3,5.56,Potato
Loamy,20.1,59.9,46.1,6.51,Wheat
Desert,23.4,44.5,36.3,6.05,Mustard
Desert,33.4,34.7,61.5,7.94,Millets
Loamy,20.8,41.1,37.7,6.8,Mustard
Loamy,26.2,63.1,80.6,6.04,Maize
Black,34.0,35.6,79.8,5.9,Millets
Alluvial,30.8,87.1,168.5,6.5,Sugarcane
Clay,34.6,92.4,155.3,5.65,Rice
Black,18.4,44.6,61.8,6.65,Mustard
Alluvial,20.9,49.6,78.1,6.52,Chickpea
Loamy,15.6,45.4,44.3,6.65,Chickpea
Alluvial,30.2,58.9,80.7,6.37,Tomato
Loamy,29.4,52.7,88.3,6.27,Onion
Red,35.8,42.5,39.3,6.56,Millets
Alluvial,21.5,64.4,95.2,5.06,Potato
Loamy,22.2,65.1,138.1,5.47,Potato
Black,25.0,51.5,73.4,7.78,Chickpea
Laterite,32.8,78.7,160.0,6.76,Banana
Red,27.8,70.8,101.9,6.05,Cotton
Loamy,22.2,66.7,85.1,6.12,Wheat
Sandy,32.9,66.1,79.4,6.02,Groundnut
Red,30.9,48.8,81.1,6.82,Groundnut
Alluvial,30.6,91.3,274.3,6.11,Rice
Loamy,20.5,83.1,130.4,6.42,Potato
Red,30.8,68.0,84.3,7.66,Cotton
Red,24.3,80.5,160.2,5.97,Maize
Alluvial,24.3,44.2,70.2,6.77,Chickpea
Alluvial,25.0,60.1,46.8,6.38,Mustard
Alluvial,32.2,74.5,208.3,7.39,Sugarcane
Desert,27.8,44.8,59.8,7.68,Millets
Loamy,21.7,62.7,65.1,6.49,Chickpea
Sandy,32.4,50.5,95.0,6.55,Groundnut
Black,24.1,58.1,43.8,6.31,Mustard
Black,19.7,65.7,69.6,6.99,Chickpea
Loamy,19.3,52.2,79.8,6.55,Chickpea
Laterite,28.2,69.5,163.7,6.75,Sugarcane
Laterite,27.9,81.9,198.8,6.62,Rice
Alluvial,20.3,67.8,73.1,6.45,Tomato
Loamy,27.7,76.9,99.9,7.02,Maize
Red,23.9,42.6,35.9,6.52,Millets
Red,25.3,61.7,87.8,6.9,Cotton
Loamy,17.7,72.2,95.2,7.46,Onion
Red,29.3,60.6,114.8,6.43,Soybean
Loamy,14.8,69.2,58.5,6.02,Wheat
Alluvial,33.8,76.2,232.4,7.15,Sugarcane
Alluvial,29.2,79.0,181.7,5.97,Rice
Red,30.8,64.4,98.8,6.21,Maize
Alluvial,23.4,70.2,75.5,6.08,Wheat
Loamy,24.7,54.0,45.3,7.35,Chickpea
Loamy,24.3,88.6,243.8,6.83,Sugarcane
Loamy,29.7,77.4,164.0,5.98,Banana
Alluvial,22.3,68.9,57.5,7.13,Wheat
Black,24.0,79.9,213.4,6.81,Sugarcane
Clay,30.2,84.2,161.2,5.65,Rice
Sandy,22.8,81.7,74.0,5.38,Potato
Loamy,23.2,76.7,123.3,6.49,Soybean
Red,27.5,60.9,109.8,6.23,Groundnut
Alluvial,25.0,71.1,248.4,6.69,Sugarcane
Alluvial,21.2,75.5,101.6,5.27,Potato
Alluvial,28.2,71.6,121.7,7.18,Maize
Loamy,18.0,64.3,93.1,5.51,Potato
Red,23.7,61.6,71.7,6.0,Tomato
Black,21.0,41.1,84.0,6.49,Chickpea
Alluvial,26.8,65.9,48.7,6.54,Onion
Alluvial,25.6,88.7,208.6,6.83,Rice
Loamy,30.5,62.5,105.0,7.46,Soybean
Red,30.4,59.4,99.1,6.16,Groundnut
Laterite,29.1,33.9,59.4,6.17,Millets
Loamy,15.4,73.7,94.1,6.16,Potato
Loamy,23.4,74.3,148.6,6.52,Soybean
Laterite,28.9,51.1,53.7,6.87,Groundnut
Alluvial,20.8,73.5,129.9,6.8,Tomato
Alluvial,28.1,88.7,235.3,6.05,Sugarcane
Loamy,28.8,69.0,180.8,7.38,Soybean
Desert,19.1,51.2,76.2,6.16,Wheat
Alluvial,19.8,82.7,76.5,5.59,Potato
Red,31.9,64.2,93.9,6.89,Soybean
Red,29.9,62.0,61.6,6.84,Cotton
Alluvial,19.8,74.2,105.4,5.29,Potato
Loamy,24.9,64.3,61.2,6.89,Tomato
Red,31.3,58.1,56.3,7.74,Millets
Red,29.0,80.9,87.9,6.93,Maize
Sandy,19.2,60.9,69.6,6.44,Potato
Red,32.3,82.7,97.3,7.21,Soybean
Alluvial,24.9,92.8,286.4,5.85,Rice
Clay,24.5,80.7,223.5,6.75,Rice
Sandy,21.6,74.6,93.5,6.53,Potato
Loamy,29.5,65.3,62.8,6.92,Cotton
Loamy,25.4,65.6,55.0,6.0,Cotton
Alluvial,16.0,51.7,48.9,6.97,Wheat
Sandy,29.4,44.1,111.3,6.35,Groundnut
Sandy,23.9,85.9,129.2,6.24,Potato
Black,28.6,59.4,115.0,7.32,Cotton
Loamy,30.0,88.9,224.0,7.45,Banana
Loamy,30.2,72.3,77.0,6.72,Maize
Sandy,22.0,58.7,75.4,7.03,Onion
Alluvial,27.5,70.1,90.0,6.25,Maize
Red,32.7,70.0,116.1,7.15,Cotton
Red,30.9,59.6,122.9,7.04,Soybean
Red,27.4,76.4,107.1,7.25,Soybean
Black,21.1,64.9,78.4,7.47,Wheat
Loamy,30.5,78.6,164.7,7.06,Sugarcane
Sandy,24.0,56.9,45.6,8.06,Millets
Black,16.0,49.1,63.2,6.73,Mustard
Alluvial,27.4,69.5,150.5,6.84,Sugarcane
Loamy,31.6,81.4,125.0,7.09,Banana
Black,19.9,64.7,45.4,6.97,Mustard
Red,29.9,54.2,87.1,6.87,Maize
Alluvial,17.2,62.7,65.9,6.5,Wheat
Alluvial,35.0,84.6,224.3,5.61,Rice
Loamy,30.2,60.2,72.7,7.09,Onion
Loamy,16.1,47.4,73.5,6.57,Chickpea
Red,27.1,61.9,98.4,6.76,Groundnut
Alluvial,15.6,77.0,79.9,5.71,Potato
Loamy,30.5,58.6,110.5,6.65,Cotton
Laterite,25.5,38.9,82.4,5.92,Millets
Laterite,27.1,62.4,59.1,6.07,Millets
Sandy,21.6,77.8,114.7,5.56,Potato
Red,20.8,59.6,76.2,6.85,Tomato
Sandy,28.5,66.9,107.8,6.14,Groundnut
Loamy,15.0,53.7,73.6,7.24,Wheat
Black,26.6,78.4,165.4,6.51,Sugarcane
Alluvial,26.4,44.8,40.5,7.71,Chickpea
Loamy,26.4,78.0,168.7,6.92,Banana
Red,32.1,55.6,155.7,6.6,Maize
Black,23.1,53.2,69.1,6.77,Chickpea
Clay,33.4,90.4,166.7,6.22,Rice
Alluvial,24.6,79.1,65.3,6.16,Tomato
Sandy,27.4,44.8,111.0,6.63,Groundnut
Loamy,21.9,52.0,54.6,6.95,Wheat
Black,30.8,45.7,110.9,6.0,Cotton
Red,26.1,70.0,59.8,7.06,Cotton
Alluvial,17.3,76.7,69.6,5.74,Potato
Black,22.9,58.0,85.6,6.02,Onion
Alluvial,24.5,61.4,143.7,6.89,Maize
Black,27.1,87.7,161.5,6.12,Sugarcane
Loamy,31.0,68.8,144.5,6.52,Maize
Loamy,28.9,64.7,50.4,6.44,Onion
Loamy,28.5,62.3,60.0,6.07,Cotton
Red,23.6,75.7,165.5,6.76,Soybean
Red,32.1,68.2,130.5,7.14,Soybean
Loamy,29.3,87.6,253.9,6.13,Sugarcane
Laterite,24.4,52.2,94.3,7.88,Millets
Loamy,25.1,61.7,75.5,6.95,Tomato
Alluvial,24.1,76.3,238.9,7.41,Sugarcane
Loamy,16.7,69.0,93.3,7.3,Wheat
Laterite,24.6,88.3,152.2,7.48,Banana
Red,25.7,54.2,76.7,5.66,Millets
Black,25.7,65.2,122.2,7.77,Cotton
Black,32.7,85.6,187.5,6.29,Sugarcane
Laterite,24.1,90.6,117.5,6.91,Banana
Loamy,23.4,60.8,96.7,5.96,Onion
Black,21.1,54.8,90.4,6.0,Onion
Black,27.4,84.7,156.3,6.88,Sugarcane
Laterite,33.1,81.8,246.5,5.86,Rice
Loamy,17.9,45.1,32.5,6.12,Mustard
Loamy,29.0,91.9,127.0,7.21,Banana
Alluvial,21.5,46.2,34.8,6.04,Chickpea
Alluvial,24.8,83.1,171.6,6.74,Rice
Red,29.2,54.9,53.8,6.19,Tomato
Alluvial,31.6,58.5,162.7,6.24,Maize
Black,18.3,52.0,45.2,6.91,Onion
